,geneSymbol,moduleColor,GS.morphology,p.GS.morphology,MM.blue,p.MM.blue,MM.turquoise,p.MM.turquoise,MM.grey,p.MM.grey
hsa-mir-32,hsa-mir-32,grey,-0.026280475,0.744682078,0.166253947,0.038054316,0.248013351,0.001798137,0.23978652,0.002570149
hsa-mir-939,hsa-mir-939,grey,-0.026153223,0.745875968,0.123106036,0.125755166,0.296889808,0.00016752,0.192223274,0.016215789
hsa-mir-3157,hsa-mir-3157,grey,0.02587869,0.748453726,0.119831944,0.13621429,0.205831167,0.009942637,0.149983001,0.061649774
hsa-mir-3656,hsa-mir-3656,grey,0.025805654,0.749139983,0.174535282,0.029319235,0.180712054,0.023973103,-0.015705922,0.845705145
hsa-mir-1274b,hsa-mir-1274b,grey,-0.025652577,0.750578941,0.261793842,0.000962462,0.11821837,0.141607508,0.126868737,0.114512764
hsa-mir-515-1,hsa-mir-515-1,grey,0.025376699,0.75317442,0.09487012,0.238773985,0.102906017,0.201124153,0.661533685,5.44E-21
hsa-mir-1182,hsa-mir-1182,grey,0.025361628,0.753316293,-0.011305626,0.888599913,0.039860543,0.621270576,-0.026591652,0.741765135
hsa-mir-548x,hsa-mir-548x,grey,0.025361628,0.753316293,-0.047996629,0.551843829,-0.074028711,0.35838697,-0.02575202,0.749644052
hsa-mir-593,hsa-mir-593,grey,0.025361628,0.753316293,0.017460855,0.828716071,0.0010601,0.989520756,0.086962575,0.280376831
hsa-mir-596,hsa-mir-596,grey,0.025361628,0.753316293,-0.040041238,0.619688528,-0.01634781,0.839482505,-0.043961649,0.58580277
hsa-mir-3167,hsa-mir-3167,grey,0.025361628,0.753316293,-0.03650724,0.65093837,0.018594719,0.817780942,-0.024858885,0.758053499
hsa-mir-3689b,hsa-mir-3689b,grey,0.025361628,0.753316293,-0.015048383,0.8520894,-0.035225171,0.662430933,-0.041400766,0.607841674
hsa-mir-921,hsa-mir-921,grey,0.025361628,0.753316293,-0.015048383,0.8520894,-0.035225171,0.662430933,-0.041400766,0.607841674
hsa-mir-3179-1,hsa-mir-3179-1,grey,0.025361628,0.753316293,0.005818852,0.94252747,-0.00074258,0.992659383,-0.008496575,0.916161092
hsa-mir-4315-2,hsa-mir-4315-2,grey,0.025361628,0.753316293,-0.062513507,0.438178603,-0.018479118,0.818894238,0.031269871,0.698375526
hsa-mir-638,hsa-mir-638,grey,0.025361628,0.753316293,-0.062513507,0.438178603,-0.018479118,0.818894238,0.031269871,0.698375526
hsa-mir-3156-2,hsa-mir-3156-2,grey,0.025361628,0.753316293,-0.009400327,0.907281369,0.105328358,0.19066526,-0.019602995,0.808086331
hsa-mir-3160-2,hsa-mir-3160-2,grey,0.025361628,0.753316293,-0.006055449,0.940194862,0.009943219,0.90195268,-0.030675136,0.703841152
hsa-mir-3156-1,hsa-mir-3156-1,grey,0.025361628,0.753316293,0.053418371,0.507777435,-0.038601543,0.632341385,0.058025902,0.471819917
hsa-mir-3156-3,hsa-mir-3156-3,grey,0.025361628,0.753316293,-0.050629015,0.530218051,-0.137177591,0.087701249,-0.038026007,0.637429768
hsa-mir-367,hsa-mir-367,grey,0.025361628,0.753316293,0.199910363,0.012345608,0.225021383,0.004739498,0.668199726,1.58E-21
hsa-mir-1273c,hsa-mir-1273c,grey,0.025361628,0.753316293,-0.068988161,0.392134926,-0.06150627,0.445608185,-0.011697128,0.884768466
hsa-mir-3686,hsa-mir-3686,grey,0.025361628,0.753316293,-0.07767071,0.335165456,-0.117493586,0.144082263,-0.044656433,0.579887435
hsa-mir-1282,hsa-mir-1282,grey,0.025361628,0.753316293,0.042544032,0.597957464,0.08949556,0.266550973,0.01806563,0.82287931
hsa-mir-3621,hsa-mir-3621,grey,0.025361628,0.753316293,-0.048593326,0.546904428,-0.021041983,0.794301137,-0.034579738,0.668246789
hsa-mir-548u,hsa-mir-548u,grey,0.025361628,0.753316293,-0.0492654,0.541367143,-0.02878686,0.721293914,-0.03860101,0.632346084
hsa-mir-1469,hsa-mir-1469,grey,0.025361628,0.753316293,-0.007897505,0.922052978,0.041657456,0.605616162,-0.021161626,0.79315778
hsa-mir-4295,hsa-mir-4295,grey,0.025361628,0.753316293,0.019564707,0.808453945,0.070879165,0.379256454,-0.003058851,0.96976912
hsa-mir-613,hsa-mir-613,grey,0.025361628,0.753316293,-0.065903573,0.413697351,0.024561715,0.760857903,-0.024609008,0.760411388
hsa-mir-3935,hsa-mir-3935,grey,0.025361628,0.753316293,-0.053389139,0.508010023,0.021530005,0.789640181,0.121521725,0.130736157
hsa-mir-587,hsa-mir-587,grey,0.025361628,0.753316293,0.055781506,0.4891595,0.026946791,0.738440587,-0.021423352,0.790658163
hsa-mir-1825,hsa-mir-1825,grey,0.025361628,0.753316293,-0.061791544,0.443496761,-0.041895304,0.603557241,-0.083907222,0.297685288
hsa-mir-3119-2,hsa-mir-3119-2,grey,0.025361628,0.753316293,-0.026973543,0.738190345,0.120151696,0.135164441,-0.092306768,0.251758924
hsa-mir-4260,hsa-mir-4260,grey,0.025361628,0.753316293,-0.061791544,0.443496761,-0.041895304,0.603557241,-0.083907222,0.297685288
hsa-mir-1289-2,hsa-mir-1289-2,grey,0.025361628,0.753316293,-0.026973543,0.738190345,0.120151696,0.135164441,-0.092306768,0.251758924
hsa-mir-3184,hsa-mir-3184,grey,0.025361628,0.753316293,0.014175036,0.86058379,0.036955117,0.646942681,-0.017317379,0.830102168
hsa-mir-3186,hsa-mir-3186,grey,0.025197591,0.754860968,0.094634029,0.239949985,0.071491194,0.375144128,0.111692683,0.165085551
hsa-mir-194-2,hsa-mir-194-2,grey,0.024619578,0.760311605,-0.013546945,0.866702718,0.213047119,0.007578688,-0.05277783,0.512886615
hsa-mir-1269,hsa-mir-1269,grey,-0.024551368,0.760955603,0.071216489,0.376986533,0.11102499,0.167642422,0.421417105,4.29E-08
hsa-mir-18b,hsa-mir-18b,grey,-0.024511637,0.761330801,0.307409521,9.48E-05,0.280244327,0.000395042,0.128026314,0.111216433
hsa-mir-641,hsa-mir-641,grey,0.024225354,0.764035913,0.030110883,0.709040692,0.039850033,0.621362646,-0.025789223,0.749294393
hsa-mir-92b,hsa-mir-92b,grey,-0.023950001,0.766640433,0.204944455,0.010273939,0.446289692,5.24E-09,0.255576045,0.00128136
hsa-mir-605,hsa-mir-605,grey,-0.023625329,0.76971482,0.101018183,0.209557996,0.244298432,0.002115966,0.165093126,0.039438385
hsa-mir-1275,hsa-mir-1275,grey,-0.023563704,0.77029877,0.100390871,0.212415846,0.136620399,0.089009069,0.426578311,2.81E-08
hsa-mir-20a,hsa-mir-20a,grey,0.023347682,0.772346763,0.234722808,0.003183623,0.357083202,4.74E-06,0.117776987,0.143110718
hsa-mir-9-3,hsa-mir-9-3,grey,0.023286617,0.772925978,0.226631825,0.004441436,0.19917691,0.012676173,0.137525541,0.086892368
hsa-mir-194-1,hsa-mir-194-1,grey,0.022422902,0.781131733,-0.004108642,0.959401681,0.216154168,0.00672491,-0.051677975,0.521720925
hsa-mir-1225,hsa-mir-1225,grey,-0.022374707,0.781590334,0.261735586,0.000965077,0.088904573,0.269734463,0.022976613,0.775868343
hsa-mir-636,hsa-mir-636,grey,-0.022342925,0.781892802,-0.013833011,0.863914827,-0.000433325,0.995716417,0.11926055,0.138105873
hsa-mir-632,hsa-mir-632,grey,0.022340787,0.781913143,0.020500572,0.799480524,0.235273171,0.003111073,0.216081697,0.006743806
hsa-mir-3200,hsa-mir-3200,grey,0.022241807,0.782855331,0.215006946,0.007029634,0.23857427,0.002706374,0.232889079,0.003436503
hsa-mir-651,hsa-mir-651,grey,0.021667959,0.788323962,0.24123807,0.002415219,0.453158717,2.85E-09,0.366013972,2.62E-06
hsa-mir-522,hsa-mir-522,grey,0.021613751,0.788841085,0.055385097,0.492256972,0.172981526,0.030813824,0.495852167,4.65E-11
hsa-mir-3609,hsa-mir-3609,grey,-0.021358072,0.79128142,0.188087834,0.018705497,0.197847506,0.013295145,0.269308208,0.00067475
hsa-mir-3162,hsa-mir-3162,grey,-0.021054474,0.794181748,-0.058406267,0.468914935,0.080098786,0.320229854,0.111141704,0.167193365
hsa-mir-936,hsa-mir-936,grey,-0.021054474,0.794181748,-0.039558112,0.623922337,0.084803811,0.292534417,0.013814583,0.864094371
hsa-mir-192,hsa-mir-192,grey,0.02095053,0.795175403,-0.017838736,0.825067975,0.154538485,0.054073213,-0.020470319,0.799770201
hsa-mir-95,hsa-mir-95,grey,-0.020706797,0.797506638,0.231536201,0.003634527,0.321114531,4.37E-05,0.332881507,2.18E-05
hsa-mir-3687,hsa-mir-3687,grey,-0.020519479,0.7992995,0.022418467,0.781173936,0.037290271,0.643959201,0.030358137,0.7067606
hsa-mir-26b,hsa-mir-26b,grey,0.020487462,0.79960605,0.146351691,0.068294339,0.264973391,0.000829205,0.181835807,0.023096379
hsa-mir-3196,hsa-mir-3196,grey,-0.020473446,0.799740254,-0.041170175,0.609843981,-0.104806718,0.192883339,-0.090192455,0.262830005
hsa-mir-500a,hsa-mir-500a,grey,-0.020414948,0.800300454,0.297549675,0.000161742,0.45667977,2.07E-09,0.330051624,2.58E-05
hsa-mir-548j,hsa-mir-548j,grey,0.020304359,0.801359764,0.171150157,0.032658155,0.218780001,0.00607127,0.253269457,0.001422383
hsa-mir-935,hsa-mir-935,grey,0.020094218,0.803373649,-0.043981777,0.585631014,0.208355537,0.009050494,0.121776652,0.129924607
hsa-mir-663,hsa-mir-663,grey,0.020044009,0.803855029,-0.047707521,0.554244815,-0.045497051,0.572767793,-0.072059391,0.371350839
hsa-mir-106a,hsa-mir-106a,grey,0.019858029,0.805638726,0.253088049,0.001434054,0.298531543,0.000153487,0.310984739,7.77E-05
hsa-mir-1234,hsa-mir-1234,grey,0.019821114,0.805992884,0.039085528,0.628075701,0.126554339,0.115421066,0.205974501,0.009889978
hsa-mir-3615,hsa-mir-3615,grey,0.01955183,0.80857759,0.267032753,0.000752175,0.361961658,3.43E-06,0.163627889,0.041245603
hsa-mir-135b,hsa-mir-135b,grey,0.01942757,0.809770998,-0.079697642,0.322667196,0.062328664,0.439536736,-0.031600122,0.695347167
hsa-mir-3158-2,hsa-mir-3158-2,grey,0.019414627,0.809895328,0.104726024,0.193228131,0.269002908,0.000684693,0.186034654,0.02006015
hsa-mir-600,hsa-mir-600,grey,0.019005917,0.813823836,-0.052045718,0.518758525,-0.006797192,0.932885425,-0.151134125,0.059657578
hsa-mir-1304,hsa-mir-1304,grey,0.018562098,0.818095064,0.006628797,0.934544393,0.071654742,0.374049858,0.065208742,0.418648657
hsa-mir-614,hsa-mir-614,grey,0.018437408,0.819296024,-0.09833121,0.221994807,-0.043827352,0.586949353,-0.082651486,0.304999749
hsa-mir-19b-1,hsa-mir-19b-1,grey,-0.018395222,0.819702433,0.361518948,3.54E-06,0.266814207,0.000760026,0.08457437,0.29384687
hsa-mir-590,hsa-mir-590,grey,-0.01815557,0.82201211,0.168808631,0.03515187,0.305990769,0.000102463,0.324779438,3.53E-05
hsa-mir-1296,hsa-mir-1296,grey,-0.01803705,0.823154921,0.320017573,4.65E-05,0.439794761,9.23E-09,0.121913191,0.129491534
hsa-mir-3917,hsa-mir-3917,grey,0.018021462,0.823305258,0.131370817,0.102108307,0.274490056,0.000525017,0.130599093,0.104155947
hsa-mir-611,hsa-mir-611,grey,0.017794805,0.825491899,0.141465006,0.078144171,0.09882363,0.219677292,0.030668498,0.703902239
hsa-mir-3173,hsa-mir-3173,grey,0.017647757,0.826911245,0.104370948,0.194750635,0.194003775,0.015235981,0.122250913,0.128425124
hsa-mir-3140,hsa-mir-3140,grey,-0.017324746,0.830030988,0.028216545,0.726594027,0.226526409,0.004460419,0.08192998,0.309255381
hsa-mir-3605,hsa-mir-3605,grey,-0.017275112,0.830510602,0.114710036,0.153892451,0.300100583,0.000141106,0.104989825,0.192102616
hsa-mir-3606,hsa-mir-3606,grey,-0.017163812,0.831586325,6.47E-05,0.999360748,0.011948277,0.882311995,-0.040343305,0.617047722
hsa-mir-3178,hsa-mir-3178,grey,-0.016444033,0.838550534,0.088286136,0.273093362,0.136218498,0.089962019,-0.035498182,0.659976922
hsa-mir-3941,hsa-mir-3941,grey,-0.016383709,0.839134781,0.065929877,0.413510588,0.136943347,0.088249175,0.057293294,0.477442681
hsa-mir-944,hsa-mir-944,grey,-0.016169841,0.841206807,0.020858456,0.796055849,0.06905831,0.391652545,-0.002121622,0.979029255
hsa-mir-519d,hsa-mir-519d,grey,0.016032712,0.842535932,0.096985615,0.228415975,0.119169429,0.13840937,0.613525138,1.67E-17
hsa-mir-216b,hsa-mir-216b,grey,-0.015658149,0.846168651,-0.110146202,0.171052404,-0.217840446,0.006298335,-0.012566819,0.876266886
hsa-mir-524,hsa-mir-524,grey,-0.015552923,0.847189776,0.133105711,0.097620905,0.186223028,0.019932427,0.414520418,7.46E-08
hsa-mir-1283-2,hsa-mir-1283-2,grey,0.015390262,0.848768759,-0.03315697,0.681136484,0.074334375,0.356400379,0.230295334,0.003825127
hsa-mir-3619,hsa-mir-3619,grey,0.015334112,0.84931396,-0.015726331,0.845507138,0.098311252,0.222089103,0.206118742,0.009837233
hsa-mir-520a,hsa-mir-520a,grey,0.015213546,0.850484859,0.098109418,0.22304429,0.250660809,0.001598851,0.659576874,7.76E-21
hsa-mir-525,hsa-mir-525,grey,0.01500293,0.852531077,0.103761299,0.197384996,0.199249919,0.012642925,0.728566527,4.33E-27
hsa-mir-3616,hsa-mir-3616,grey,0.014848234,0.854034639,-0.024585663,0.760631789,-0.010172446,0.899704037,-0.012536798,0.876560124
hsa-mir-1193,hsa-mir-1193,grey,-0.014838839,0.854125968,0.102642028,0.202288541,0.094373467,0.241252562,0.032399871,0.688033551
hsa-mir-19a,hsa-mir-19a,grey,-0.014657745,0.855886799,-0.022588326,0.779558216,0.150794893,0.060239098,0.129685128,0.106622625
hsa-mir-559,hsa-mir-559,grey,0.014359059,0.858792577,0.081527758,0.311644575,0.036779111,0.648511702,0.007443166,0.926524267
hsa-mir-105-2,hsa-mir-105-2,grey,-0.014232808,0.860021379,-0.061360172,0.446691701,-0.014791882,0.854582477,0.013535588,0.866813432
hsa-mir-147b,hsa-mir-147b,grey,-0.014194513,0.860394178,0.032216409,0.689708774,0.099668148,0.215742797,0.21055375,0.008332051
hsa-mir-105-1,hsa-mir-105-1,grey,-0.014012201,0.862169368,-0.073234774,0.363579103,-0.007560845,0.925365928,0.012282492,0.879044795
hsa-mir-877,hsa-mir-877,grey,-0.013623626,0.86595525,-0.012979301,0.872239582,0.182496615,0.022593818,0.224143917,0.004909337
hsa-mir-2116,hsa-mir-2116,grey,0.013522679,0.866939281,0.189631425,0.017739935,0.468900411,6.67E-10,0.050728956,0.529405494
hsa-mir-3680,hsa-mir-3680,grey,0.013487914,0.867278213,0.039909547,0.620841357,0.189804597,0.017634358,0.09118066,0.257614759
hsa-mir-3150b,hsa-mir-3150b,grey,0.013294983,0.869159601,-0.103668461,0.197788415,0.01163828,0.885344224,0.041863033,0.603836414
hsa-mir-320d-2,hsa-mir-320d-2,grey,-0.013128568,0.870782995,0.055209347,0.49363358,0.28396461,0.000327605,0.136657294,0.088921991
hsa-mir-556,hsa-mir-556,grey,0.013030335,0.871741528,-0.070845469,0.379483663,-0.010677243,0.89475496,0.078589859,0.329460122
hsa-mir-938,hsa-mir-938,grey,-0.012556507,0.876367607,0.00565108,0.944181824,0.034645582,0.667652572,-0.034210369,0.671584006
hsa-mir-501,hsa-mir-501,grey,0.012090886,0.880917638,0.352897397,6.23E-06,0.587007076,8.05E-16,0.373153275,1.61E-06
hsa-mir-498,hsa-mir-498,grey,-0.011874203,0.88303639,0.048132505,0.550717152,0.084608152,0.293653383,0.167505126,0.036608543
hsa-mir-181a-2,hsa-mir-181a-2,grey,-0.011802004,0.883742546,0.130872178,0.103427702,0.412224439,8.94E-08,0.175106145,0.028785846
hsa-mir-3189,hsa-mir-3189,grey,0.011705772,0.884683905,-0.066440967,0.409891575,0.136084273,0.090282087,0.032378776,0.688226102
hsa-mir-499,hsa-mir-499,grey,0.01147976,0.886895424,0.005889213,0.941833732,0.043956324,0.585848213,-0.024886931,0.75778899
hsa-mir-3131,hsa-mir-3131,grey,0.01121358,0.889501103,-0.061621035,0.444758084,0.206528739,0.009688664,0.054291715,0.500854185
hsa-mir-516b-2,hsa-mir-516b-2,grey,0.010727383,0.894263599,0.042464294,0.598644491,0.045620506,0.571725654,0.5137826,6.92E-12
hsa-mir-29b-2,hsa-mir-29b-2,grey,-0.010673082,0.894795737,0.221528707,0.005448326,0.235810753,0.003041651,0.107771866,0.180522438
hsa-mir-92a-1,hsa-mir-92a-1,grey,0.009624586,0.905079669,0.131687828,0.101276421,0.234667681,0.003190974,0.167956636,0.036098316
hsa-mir-31,hsa-mir-31,grey,-0.009617845,0.905145845,0.087454725,0.277653449,0.048318239,0.549178879,-0.023989624,0.766265485
hsa-mir-1237,hsa-mir-1237,grey,-0.009312976,0.908139148,0.009960583,0.901782325,0.149566478,0.062383931,0.026849278,0.739352952
hsa-mir-196b,hsa-mir-196b,grey,0.008809422,0.91308602,0.02543953,0.752583057,0.258902442,0.001100407,0.16368563,0.041173092
hsa-mir-29b-1,hsa-mir-29b-1,grey,-0.008540298,0.915731256,0.208497112,0.009002624,0.209071556,0.008810682,0.09893519,0.219154643
hsa-mir-589,hsa-mir-589,grey,-0.008475818,0.916365166,0.149820209,0.061935861,0.509534817,1.10E-11,0.356557587,4.91E-06
hsa-mir-598,hsa-mir-598,grey,0.008414244,0.916970557,0.511818912,8.57E-12,0.568959086,9.26E-15,0.300742178,0.000136317
hsa-mir-3154,hsa-mir-3154,grey,-0.008011586,0.920930652,0.211409644,0.008066284,0.356476945,4.93E-06,-0.049399148,0.540268493
hsa-mir-550a-2,hsa-mir-550a-2,grey,0.007773173,0.923276329,0.111297525,0.16659524,0.318831896,4.98E-05,0.210246521,0.008429326
hsa-mir-182,hsa-mir-182,grey,-0.007703956,0.923957466,0.079440756,0.324234307,0.149976694,0.061660837,0.174468504,0.029382176
hsa-mir-545,hsa-mir-545,grey,0.007671606,0.924275828,0.031594816,0.695395785,0.175005234,0.028879526,0.135522102,0.091632484
hsa-mir-580,hsa-mir-580,grey,0.007597434,0.925005807,0.235774517,0.003046286,0.364389268,2.92E-06,0.290611767,0.000232958
hsa-mir-17,hsa-mir-17,grey,0.00755418,0.925431529,0.306982655,9.70E-05,0.540811972,3.15E-13,0.283689529,0.0003322
hsa-mir-96,hsa-mir-96,grey,0.007428561,0.926668036,0.019888721,0.805344295,0.010736438,0.894174868,0.024129876,0.764938727
hsa-mir-3936,hsa-mir-3936,grey,0.007286604,0.928065585,0.039618124,0.623395757,0.007291534,0.928017049,0.017464012,0.828685576
hsa-mir-3190,hsa-mir-3190,grey,-0.00717613,0.929153335,0.070767455,0.380010006,0.13682883,0.088518038,0.145302787,0.070318605
hsa-mir-30a,hsa-mir-30a,grey,-0.006681135,0.934028746,0.159107319,0.047264325,0.263345209,0.000895166,0.269492539,0.000668811
hsa-mir-144,hsa-mir-144,grey,-0.006273916,0.938041456,0.173476406,0.030330912,0.089555789,0.26622798,-0.00475708,0.95300118
hsa-mir-3074,hsa-mir-3074,grey,-0.006241693,0.938359052,0.298255248,0.000155769,0.401778627,2.01E-07,0.45910041,1.66E-09
hsa-mir-625,hsa-mir-625,grey,0.006216136,0.938610941,0.026030464,0.747028284,0.345183838,1.02E-05,0.365320149,2.74E-06
hsa-mir-520b,hsa-mir-520b,grey,0.006143427,0.939327618,-0.00034999,0.996540212,0.186256563,0.019909764,0.557342689,4.13E-14
hsa-mir-126,hsa-mir-126,grey,-0.006051721,0.940231617,0.365055173,2.79E-06,0.368560848,2.20E-06,0.346236434,9.54E-06
hsa-mir-643,hsa-mir-643,grey,-0.005892031,0.941805951,0.167397182,0.036731421,0.372072809,1.73E-06,0.267272451,0.00074365
hsa-mir-515-2,hsa-mir-515-2,grey,0.005617429,0.944513677,0.174729137,0.029137169,0.271288424,0.000613414,0.70986198,3.25E-25
hsa-mir-210,hsa-mir-210,grey,-0.005513575,0.945537908,-0.210302973,0.008411377,-0.004507752,0.955461876,0.037438713,0.642639613
hsa-mir-3653,hsa-mir-3653,grey,0.005349137,0.947159807,0.122960018,0.126208023,0.168193389,0.035833184,0.392130423,4.14E-07
hsa-mir-588,hsa-mir-588,grey,0.005243942,0.948197485,-0.019236735,0.811604641,0.055528688,0.491133773,0.171902664,0.031889292
hsa-mir-29a,hsa-mir-29a,grey,0.005010602,0.950499551,0.381410348,8.99E-07,0.442308318,7.43E-09,0.1594127,0.046835902
hsa-mir-3139,hsa-mir-3139,grey,0.004936246,0.951233211,-0.00811694,0.919894317,0.160700898,0.045064125,0.130073632,0.105568556
hsa-mir-26a-1,hsa-mir-26a-1,grey,0.004861287,0.951972861,0.097400466,0.226422497,0.263104738,0.000905306,0.130383951,0.104732509
hsa-mir-3187,hsa-mir-3187,grey,0.004826686,0.952314297,0.124508914,0.121467969,0.211622265,0.008001439,0.368758021,2.17E-06
hsa-mir-3921,hsa-mir-3921,grey,0.00450739,0.955465454,-0.052510896,0.515023581,-0.132975621,0.097951883,-0.0566183,0.482655213
hsa-mir-1250,hsa-mir-1250,grey,0.004326179,0.957254148,0.257106698,0.00119496,0.295737508,0.000178073,0.199100956,0.012710845
hsa-mir-1539,hsa-mir-1539,grey,0.004091379,0.959572122,0.029000137,0.71931524,0.073614592,0.361089407,0.114222473,0.155661346
hsa-mir-519c,hsa-mir-519c,grey,0.004091379,0.959572122,-0.055056732,0.494830628,0.144967125,0.070976596,0.13964714,0.08208851
hsa-mir-1245,hsa-mir-1245,grey,-0.003871559,0.961742519,0.333552161,2.09E-05,0.407027821,1.34E-07,0.363112271,3.18E-06
hsa-mir-3161,hsa-mir-3161,grey,-0.003857716,0.961879204,0.004477298,0.955762466,-0.023623726,0.769730006,-0.028397616,0.724909864
hsa-mir-579,hsa-mir-579,grey,0.003675473,0.963678818,-0.103261578,0.199563527,-0.061995047,0.441994028,0.265515054,0.000808271
hsa-mir-3183,hsa-mir-3183,grey,-0.003261264,0.967769701,0.014719605,0.855285241,0.251975427,0.001507568,0.147767464,0.065637549
hsa-mir-518a-1,hsa-mir-518a-1,grey,0.002904935,0.971289618,0.14538661,0.070155064,0.193395273,0.01556487,0.576192423,3.54E-15
hsa-mir-3193,hsa-mir-3193,grey,0.002764911,0.972672966,-0.070322106,0.383023202,0.077432268,0.336655748,-0.01628207,0.840119355
hsa-mir-504,hsa-mir-504,grey,-0.00215877,0.978662159,0.337367084,1.66E-05,0.392874548,3.92E-07,0.363554289,3.09E-06
hsa-mir-3922,hsa-mir-3922,grey,-0.001756435,0.982638243,0.151045084,0.059809767,0.382383778,8.39E-07,0.101127454,0.209063023
hsa-mir-222,hsa-mir-222,grey,-0.001754789,0.982654519,-0.016640961,0.836643899,0.248175233,0.001785331,0.142574083,0.075813744
hsa-mir-767,hsa-mir-767,grey,0.00174489,0.982752353,-0.067684809,0.401162253,-0.022233365,0.782935712,0.005104416,0.949573962
hsa-mir-662,hsa-mir-662,grey,0.001680804,0.983385727,-0.046646065,0.563103168,0.015551414,0.84720442,0.082414631,0.306392518
hsa-mir-3124,hsa-mir-3124,grey,0.001639108,0.983797822,0.204631386,0.010393214,0.254359038,0.00135409,0.031531052,0.695980133
hsa-mir-802,hsa-mir-802,grey,-0.001393593,0.98622442,-0.067540369,0.402170229,-0.203839001,0.01070057,0.032997734,0.682584937
hsa-mir-548a-3,hsa-mir-548a-3,grey,-0.001197061,0.988166969,-0.051729093,0.521308628,0.093856112,0.24385347,0.051982624,0.519266172
hsa-mir-206,hsa-mir-206,grey,-0.000814371,0.991949732,0.177555741,0.026589972,0.073002836,0.365104665,0.123703482,0.123915312
hsa-mir-30b,hsa-mir-30b,grey,0.000625252,0.993819178,0.158303133,0.048408164,0.285888393,0.000297078,0.233811048,0.003307181
hsa-mir-3117,hsa-mir-3117,grey,0.000513646,0.99492242,0.125373565,0.118882524,0.333982067,2.04E-05,0.145436268,0.070058327
hsa-mir-572,hsa-mir-572,grey,0.000505302,0.995004909,-0.032411107,0.68793101,0.065324793,0.417819295,-0.021211597,0.792680374
hsa-mir-544b,hsa-mir-544b,grey,0.000429095,0.99575823,0.091142779,0.257813361,0.091583349,0.2555101,-0.057566706,0.47534001
hsa-mir-552,hsa-mir-552,grey,-0.000395417,0.996091151,0.0460746,0.567900147,-0.123360991,0.124967465,-0.077348435,0.337180714
hsa-mir-3909,hsa-mir-3909,grey,9.25E-05,0.999085147,0.100966165,0.209793919,0.267905242,0.00072157,0.054171218,0.501806439
hsa-mir-2861,hsa-mir-2861,grey,NA,NA,NA,NA,NA,NA,NA,NA
hsa-mir-320b-1,hsa-mir-320b-1,grey,NA,NA,NA,NA,NA,NA,NA,NA
hsa-mir-422a,hsa-mir-422a,grey,NA,NA,NA,NA,NA,NA,NA,NA
hsa-mir-4315-1,hsa-mir-4315-1,grey,NA,NA,NA,NA,NA,NA,NA,NA
hsa-mir-602,hsa-mir-602,grey,NA,NA,NA,NA,NA,NA,NA,NA
hsa-mir-101-2,hsa-mir-101-2,turquoise,0.205919192,0.009910269,0.404525716,1.63E-07,0.681189248,1.30E-22,0.079046776,0.326647266
hsa-mir-100,hsa-mir-100,turquoise,0.184621749,0.021040886,0.490955411,7.67E-11,0.805369257,8.41E-37,0.183388313,0.021930596
hsa-mir-148b,hsa-mir-148b,turquoise,0.182603661,0.022513299,0.351948176,6.62E-06,0.665208188,2.77E-21,0.337596593,1.63E-05
hsa-mir-219-1,hsa-mir-219-1,turquoise,0.182204358,0.022814914,0.311779165,7.43E-05,0.569105045,9.09E-15,0.184826983,0.020895908
hsa-mir-660,hsa-mir-660,turquoise,0.175860583,0.028093642,0.35775184,4.54E-06,0.58545818,9.99E-16,0.26631318,0.000778309
hsa-mir-676,hsa-mir-676,turquoise,0.169485386,0.034415115,0.455612279,2.28E-09,0.479536392,2.40E-10,0.212099608,0.00785754
hsa-mir-424,hsa-mir-424,turquoise,-0.16586923,0.038508418,0.37639015,1.28E-06,0.363745174,3.05E-06,0.316447885,5.71E-05
hsa-mir-99a,hsa-mir-99a,turquoise,0.161854303,0.043525564,0.503748219,2.04E-11,0.800244061,5.03E-36,0.125112508,0.119658583
hsa-let-7c,hsa-let-7c,turquoise,0.154761746,0.053722611,0.485085356,1.39E-10,0.794127059,3.98E-35,0.057341075,0.47707486
hsa-mir-140,hsa-mir-140,turquoise,0.145662488,0.069619001,0.552812143,7.29E-14,0.798034685,1.07E-35,0.192798819,0.015893234
hsa-mir-125b-2,hsa-mir-125b-2,turquoise,0.138194637,0.085353685,0.536594211,5.19E-13,0.821628918,1.99E-39,0.116039197,0.149147085
hsa-mir-125b-1,hsa-mir-125b-1,turquoise,0.134066139,0.095204663,0.53958861,3.64E-13,0.872028143,1.21E-49,0.190718641,0.017086084
hsa-mir-199a-1,hsa-mir-199a-1,turquoise,0.131357361,0.102143738,0.465225787,9.42E-10,0.858957023,1.28E-46,0.248583473,0.001753404
hsa-mir-186,hsa-mir-186,turquoise,0.129765744,0.106403225,0.339569612,1.45E-05,0.750147977,1.86E-29,0.42469983,3.28E-08
hsa-mir-26a-2,hsa-mir-26a-2,turquoise,0.129088304,0.108257967,0.385646329,6.64E-07,0.681573479,1.21E-22,0.2518105,0.001518754
hsa-mir-361,hsa-mir-361,turquoise,0.128875897,0.108844698,0.512441229,8.01E-12,0.897170932,1.59E-56,0.335462036,1.86E-05
hsa-mir-576,hsa-mir-576,turquoise,0.12836549,0.110264776,0.156356591,0.051272417,0.481197927,2.04E-10,0.392894692,3.91E-07
